init_time,track_id,sample,valid_time,lead_time,lat,lon,minimum_sea_level_pressure_hpa,maximum_sustained_wind_speed_knots,radius_of_maximum_winds_km,radius_34_knot_winds_ne_km,radius_34_knot_winds_se_km,radius_34_knot_winds_sw_km,radius_34_knot_winds_nw_km,radius_50_knot_winds_ne_km,radius_50_knot_winds_se_km,radius_50_knot_winds_sw_km,radius_50_knot_winds_nw_km,radius_64_knot_winds_ne_km,radius_64_knot_winds_se_km,radius_64_knot_winds_sw_km,radius_64_knot_winds_nw_km
2025-09-12 12:00:00,EP132025,0.0,2025-09-12 12:00:00,0 days 00:00:00,17.0,-101.3,1006.0,35.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-09-12 12:00:00,IO032025,0.0,2025-09-12 12:00:00,0 days 00:00:00,-7.8,60.7,1006.0,25.0,83.0,0.0,0.0,0.0,0.0,,,,,,,,
2025-09-12 12:00:00,EP132025,1.0,2025-09-12 12:00:00,0 days 00:00:00,17.0,-101.3,1006.0,35.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-09-12 12:00:00,IO032025,1.0,2025-09-12 12:00:00,0 days 00:00:00,-7.8,60.7,1006.0,25.0,83.0,0.0,0.0,0.0,0.0,,,,,,,,
2025-09-12 12:00:00,EP132025,2.0,2025-09-12 12:00:00,0 days 00:00:00,17.0,-101.3,1006.0,35.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-09-12 12:00:00,IO032025,2.0,2025-09-12 12:00:00,0 days 00:00:00,-7.8,60.7,1006.0,25.0,83.0,0.0,0.0,0.0,0.0,,,,,,,,
2025-09-12 12:00:00,EP132025,3.0,2025-09-12 12:00:00,0 days 00:00:00,17.0,-101.3,1006.0,35.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-09-12 12:00:00,IO032025,3.0,2025-09-12 12:00:00,0 days 00:00:00,-7.8,60.7,1006.0,25.0,83.0,0.0,0.0,0.0,0.0,,,,,,,,
2025-09-12 12:00:00,EP132025,4.0,2025-09-12 12:00:00,0 days 00:00:00,17.0,-101.3,1006.0,35.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-09-12 12:00:00,IO032025,4.0,2025-09-12 12:00:00,0 days 00:00:00,-7.8,60.7,1006.0,25.0,83.0,0.0,0.0,0.0,0.0,,,,,,,,
